title,year,type,root_key,all_ids,sources,draft,jellyplex,drive,draft_mtime,nas_mtime,drive_mtime,episodes,thuyet_minh_vn,sub_langs,folder_local,folder_jellyfin,folder_plex,folder_gdrive
Thor: Ragnarok,2017,,tvdb-62,imdb-tt3501632 tmdb-284053 tvdb-62,jellyfin+plex,0,1,0,,2022-06-19,,,0,"chi,dan,dut,eng,fin,fre,ger,ice,ita,jpn,kor,nor,por,spa,swe,vie",,Thor Ragnarok (2017).mkv,Thần sấm III: Tận Thế Ragnarok,
Thor: Tales of Asgard,2011,,tvdb-29689,imdb-tt1667903 tmdb-63686 tvdb-29689,jellyfin+plex,0,1,0,,2025-06-04,,,0,,,Thor Tales of Asgard 2011 -.mp4,Thor: Truyền Thuyết Về Asgard,
Thor: The Dark World,2013,,tvdb-178,imdb-tt1981115 tmdb-76338 tvdb-178,jellyfin+plex,0,1,0,,2022-06-19,,,0,"eng,vie",,Thor The Dark World (2013).mkv,Thần Sấm II: Thế Giới Bóng Tối,
Thunderbolts*,2025,,tvdb-337758,imdb-tt20969586 tmdb-986056 tvdb-337758,jellyfin+plex,0,1,0,,2025-07-04,,,0,"eng,fre,spa",,Thunderbolts (2025).mkv,Biệt Đội Sấm Sét*,
Toho Unused Special Effects Complete Collection,1986,,tmdb-680223,imdb-tt12450416 tmdb-680223,jellyfin,0,1,0,,2025-07-27,,,0,,,Samurai Sentai Shinkenger: The Light Samurai's Surprise Transformation.mkv,,
Tokumei Sentai Go-Busters the Movie: Protect the Tokyo Enetower!,2012,,tvdb-186824,imdb-tt2194402 tmdb-263852 tvdb-186824,jellyfin+plex,0,1,0,,2025-06-25,,,0,,,Tokumei Sentai Go-Busters the Movie: Protect the Tokyo Enetower!.mkv,Chiến Đội Đặc Mệnh Go-Busters: Bảo Vệ Tòa Tháp Tokyo!,
Tokumei Sentai Go-Busters VS Kaizoku Sentai Gokaiger: The Movie,2013,,tvdb-219711,imdb-tt2553376 tmdb-178966 tvdb-219711,jellyfin+plex,0,1,0,,2025-06-25,,,0,,,Tokumei Sentai Go-Busters vs. Kaizoku Sentai Gokaiger: The Movie.mkv,Tokumei Sentai Go-Busters vs. Kaizoku Sentai Gokaiger: The Movie,
Tokumei Sentai Go-Busters vs. Beet Buster vs. J,2012,,tvdb-114680,imdb-tt2385324 tmdb-272741 tvdb-114680,jellyfin+plex,0,1,0,,2025-06-25,,,0,,,Tokumei Sentai Go-Busters vs. Beet Buster vs. J.avi,Tokumei Sentai Go-Busters vs. Beet Buster vs. J,
Tokusou Sentai Dekaranger,2004,,tvdb-426108,imdb-tt0409634 tmdb-5744 tvdb-426108,jellyfin+plex,0,1,0,,2026-05-12,,,0,,,Tokusou Sentai Dekaranger,Chiến Đội Đặc Nhiệm Dekaranger,
Tokusou Sentai Dekaranger 20th: Fireball Booster,2024,,tmdb-1193126,imdb-tt29742220 tmdb-1193126,jellyfin+plex,0,1,0,,2025-05-26,,,0,,,Tokusou Sentai Dekaranger 20th: Fireball Booster.mkv,Tokusou Sentai Dekaranger 20th: Fireball Booster,
Tokusou Sentai Dekaranger THE MOVIE: Full Blast Action,2004,,tvdb-64257,imdb-tt0816680 tmdb-200565 tvdb-64257,jellyfin+plex,0,1,0,,2025-05-26,,,0,,,Tokusou Sentai Dekaranger THE MOVIE: Full Blast Action.mkv,Chiến Đội Đặc Nhiệm Dekaranger: Full Blast Action,
Tokusou Sentai Dekaranger VS Abaranger,2005,,tvdb-30269,imdb-tt0846736 tmdb-200560 tvdb-30269,jellyfin+plex,0,1,0,,2025-05-26,,,0,,,Tokusou Sentai Dekaranger VS Abaranger.mkv,Tokusou Sentai Dekaranger vs Abaranger,
Tokusou Sentai Dekaranger: 10 Years After,2015,,tvdb-153927,imdb-tt4688160 tmdb-433300 tvdb-153927,jellyfin+plex,0,1,0,,2025-05-26,,,0,,,Tokusou Sentai Dekaranger: 10 YEARS AFTER.mkv,Tokusou Sentai Dekaranger: 10 Years After,
Tokusou Sentai Dekaranger: Super Finisher Match! Deka Red vs. Deka Break,2005,,tmdb-272883,tmdb-272883,jellyfin+plex,0,1,0,,2025-05-26,,,0,,,Tokusou Sentai Dekaranger: Super Finisher Match! Deka Red vs Deka Break.mkv,Tokusou Sentai Dekaranger: Super Finisher Match! Deka Red vs. Deka Break,
Transformers,2007,,tvdb-14648,imdb-tt0418279 tmdb-1858 tvdb-14648,jellyfin+plex,0,1,0,,2023-10-21,,,0,vie,,Transformers (2007).mkv,Transformers: Robot Đại Chiến,
Transformers - Car Robots (2000),,,tvdb-77087,tvdb-77087,local,1,0,0,,,,,0,,Transformers - Car Robots (2000) {tvdb-77087},,,
Transformers One,2024,,tvdb-158132,imdb-tt8864596 tmdb-698687 tvdb-158132,jellyfin+plex,0,1,0,,2025-06-22,,,0,"eng,fre,vie",,Transformers.One.2024.1080p.AMZN.WEB-DL.DDP5.1.Atmos.H.264-FLUX-KM.mkv,Transformers Một,
Transformers: Age of Extinction,2014,,tvdb-631,imdb-tt2109248 tmdb-91314 tvdb-631,jellyfin+plex,0,1,0,,2023-10-21,,,0,vie,,Transformers Age of Extinction (2014).mkv,Transformers: Kỷ Nguyên Hủy Diệt,
Transformers: Dark of the Moon,2011,,tvdb-12217,imdb-tt1399103 tmdb-38356 tvdb-12217,jellyfin+plex,0,1,0,,2023-10-21,,,0,vie,,Transformers Dark of the Moon (2011).mkv,Transformers: Bóng Tối Mặt Trăng,
Transformers: Revenge of the Fallen,2009,,tvdb-10466,imdb-tt1055369 tmdb-8373 tvdb-10466,jellyfin+plex,0,1,0,,2023-10-21,,,0,vie,,Transformers Revenge of the Fallen (2009).mkv,Transformers: Bại Binh Phục Hận,
Transformers: Rise of the Beasts,2023,,tvdb-158131,imdb-tt5090568 tmdb-667538 tvdb-158131,jellyfin+plex,0,1,0,,2023-10-21,,,0,"eng,vie",,Transformers Rise of the Beasts (2023).mkv,Transformers: Quái Thú Trỗi Dậy,
Transformers: The Last Knight,2017,,tvdb-408,imdb-tt3371366 tmdb-335988 tvdb-408,jellyfin+plex,0,1,0,,2023-10-21,,,0,vie,,Transformers The Last Knight (2017).mkv,Transformers: Chiến Binh Cuối Cùng,
Trials: Finding the Medal,2014,,tvdb-282806,imdb-tt2960600 imdb-tt3481622 tmdb-411979 tvdb-282806,jellyfin+plex,0,1,0,,2023-09-04,,,0,,,Kindaichi Kosuke vs Akechi Kogoro - Futatabi (2014) - [720p].mp4,Trials: Finding the Medal,
Trinny & Susannah: Stylar om Sverige,,,tmdb-39031,tmdb-39031 tvdb-79284,gdrive,0,0,1,,,,,0,,,,,Houshin Engi (1999) {tvdb-81785}
Troy,2004,,tvdb-934,imdb-tt0332452 tmdb-652 tvdb-934,jellyfin+plex,0,1,0,,2026-05-21,,,0,,,Troy (2004).strm,Người Hùng Thành Troy,
Twokaizer × Gokaiger: The June Bride is Tanuki-Flavored!,2022,,tmdb-981304,imdb-tt20724720 tmdb-981304,jellyfin+plex,0,1,0,,2022-06-20,,,0,,,Twokaizer × Gokaiger ~The June Bride is Tanuki-Flavored!~.mkv,Twokaiser × Gokaiger: June Bride is Tanuki Flavour,
Uchu Sentai Kyuranger The Movie: The Geth Indaver Strikes Back!,2017,,tvdb-63762,imdb-tt7094438 tmdb-483450 tvdb-63762,jellyfin+plex,0,1,0,,2025-06-25,,,0,,,Uchu Sentai Kyuranger The Movie: The Geth Indaver Strikes Back!.mkv,Chiến Đội Vũ Trụ Kyuranger: Geth Indaver Phản Công!,
Uchu Sentai Kyuranger vs. Space Squad,2018,,tvdb-4252,imdb-tt8041572 tmdb-504897 tvdb-4252,jellyfin+plex,0,1,0,,2025-06-25,,,0,,,Uchu Sentai Kyuranger vs. Space Squad.mkv,Uchu Sentai Kyuranger vs. Space Squad,
Uchu Sentai Kyuranger: Episode of Stinger,2017,,tvdb-79979,imdb-tt6967952 tmdb-483458 tvdb-79979,jellyfin+plex,0,1,0,,2025-06-25,,,0,,,Uchu Sentai Kyuranger: Episode of Stinger.mkv,Uchu Sentai Kyuranger: Episode of Stinger,
Ultimate Avengers 2,2006,,tvdb-3964,imdb-tt0803093 tmdb-14611 tvdb-3964,jellyfin+plex,0,1,0,,2025-06-04,,,0,,,Ultimate Avengers 2 - Rise Of The Panther (2006).avi,Avengers: Trận Chiến Cuối Cùng 2,
Ultimate Avengers: The Movie,2006,,tvdb-4398,imdb-tt0491703 tmdb-14609 tvdb-4398,jellyfin+plex,0,1,0,,2025-06-04,,,0,,,Ultimate Avengers The Movie 2006 DD51 DD20 DualAudio MySiLU.mkv,Avengers: Trận Chiến Cuối Cùng,
Voices of a Distant Star,2002,,tvdb-9702,imdb-tt0370754 tmdb-37910 tvdb-9702,jellyfin+plex,0,1,0,,2025-06-23,,,0,,,"Hoshi no Koe [BDRip 960x720 x264 FLAC, AC3].mkv",Tiếng Gọi Từ Vì Sao Xa,
WandaVision,2021,,tvdb-362392,imdb-tt9140560 tmdb-85271 tvdb-362392,jellyfin+plex,0,1,0,,2026-05-13,,9,0,"dan,dut,eng,fin,fre,ger,ita,nor,por,spa,swe,vie",,Wanda Vision,Wanda và Vision,
